recency,history,used_discount,used_bogo,is_referral,treatment,target_class,conversion,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,uplift_score
9,620.28,1,1,1,0,0,0,0,1,0,0,1,0,0.10879697765268181
7,164.44,0,1,0,1,2,0,0,1,0,0,0,1,0.06970149100048181
3,109.08,1,0,0,1,2,0,0,1,0,0,1,0,0.07693502570860597
10,301.24,1,0,0,1,2,0,0,0,1,0,0,1,0.08373771358557593
11,29.99,1,0,1,0,0,0,0,1,0,0,0,1,0.06299066693734715
4,29.99,1,0,0,1,2,0,0,1,0,0,0,1,0.06590437724547597
10,173.64,1,0,0,0,0,0,0,0,1,0,0,1,0.06708117966669397
2,472.9,0,1,0,1,2,0,1,0,0,0,1,0,0.07126426706061417
5,60.87,0,1,1,1,2,0,0,1,0,0,0,1,0.07051798606801286
9,29.99,1,0,0,1,2,0,0,0,1,0,0,1,0.0876169412010744
3,100.73,0,1,0,0,0,0,0,1,0,0,0,1,0.0758146131160798
5,29.99,1,0,0,1,2,0,0,0,1,0,0,1,0.06940392754807118
2,595.35,1,0,1,1,2,0,0,0,1,1,0,0,0.08681936562050901
1,219.42,1,1,0,0,0,0,0,1,0,0,1,0,0.11893461485434068
1,124.19,0,1,1,0,1,1,0,1,0,0,0,1,0.08304980799951847
3,29.99,0,1,0,1,2,0,1,0,0,0,1,0,0.056276267087218265
10,228.65,1,0,0,1,3,1,1,0,0,1,0,0,0.06652423221868149
7,146.3,0,1,1,0,0,0,1,0,0,0,1,0,0.06993073740340643
12,164.42,0,1,1,1,2,0,0,1,0,0,1,0,0.0738159607943781
11,838.13,1,0,1,1,2,0,1,0,0,0,1,0,0.04085769592799657
11,29.99,1,0,1,0,0,0,0,1,0,0,1,0,0.061130174516638706
5,652.74,1,1,1,0,0,0,1,0,0,0,0,1,0.09031655839760205
7,29.99,1,0,0,0,0,0,0,0,1,0,1,0,0.06839791827806659
8,76.51,1,0,0,0,0,0,0,1,0,0,0,1,0.07025331285226064
2,192.85,1,0,1,1,2,0,0,0,1,0,0,1,0.07706565926438502
8,32.56,1,0,0,1,2,0,0,0,1,0,0,1,0.06974393725929165
9,73.64,0,1,0,1,2,0,0,1,0,0,1,0,0.07225097823659853
11,122.39,1,0,1,0,0,0,0,1,0,0,1,0,0.05665689519661046
6,654.53,1,1,1,0,0,0,0,1,0,0,1,0,0.11913396609929339
10,471.69,1,1,0,1,2,0,0,0,1,0,0,1,0.11052361986721118
9,70.11,0,1,0,0,1,1,1,0,0,0,1,0,0.07914813857737046
10,68.43,1,0,0,0,0,0,0,0,1,0,1,0,0.07611662181482101
4,95.75,1,0,0,1,2,0,0,1,0,0,1,0,0.07508948393918603
1,202.62,1,0,1,1,2,0,1,0,0,0,0,1,0.08279089337769666
1,144.68,1,0,0,1,2,0,1,0,0,0,0,1,0.0892134614664307
7,235.73,0,1,0,1,2,0,0,0,1,0,1,0,0.07180374490761027
3,332.49,1,1,0,1,2,0,0,1,0,1,0,0,0.11643593619039999
11,140.07,1,0,0,1,2,0,0,0,1,0,1,0,0.06422396447007585
1,221.37,1,1,0,0,0,0,1,0,0,0,1,0,0.09917513751792575
1,401.41,0,1,1,0,0,0,0,0,1,1,0,0,0.08054904424444222
4,44.68,1,0,1,0,0,0,0,0,1,0,0,1,0.07441471004069915
2,435.99,0,1,1,0,0,0,0,0,1,0,1,0,0.09121761366817417
5,558.62,1,1,1,1,3,1,0,0,1,0,1,0,0.1208505136126197
9,29.99,0,1,0,1,3,1,0,1,0,0,1,0,0.0717759925458225
7,457.33,1,1,0,1,2,0,1,0,0,1,0,0,0.08633643548493145
10,29.99,1,0,1,1,2,0,0,1,0,0,0,1,0.06489894540241911
3,268.59,1,0,0,0,1,1,1,0,0,0,0,1,0.0802261107573417
10,219.94,1,0,0,0,0,0,1,0,0,1,0,0,0.06472596961093043
3,269.16,0,1,1,0,0,0,1,0,0,0,0,1,0.08281082833692073
9,29.99,0,1,1,1,2,0,0,0,1,0,0,1,0.0732765888567391
7,29.99,0,1,1,0,0,0,1,0,0,0,0,1,0.06487208591465791
1,29.99,0,1,0,1,3,1,1,0,0,0,1,0,0.05168732613129079
1,197.43,0,1,0,0,0,0,0,1,0,0,0,1,0.07974676145189105
2,113.31,1,0,0,0,0,0,1,0,0,0,0,1,0.0835251551067254
5,79.79,0,1,1,1,2,0,0,0,1,0,1,0,0.07300956303819185
5,290.03,0,1,0,0,0,0,0,1,0,1,0,0,0.0749919990800473
10,128.78,1,0,1,0,0,0,0,1,0,0,1,0,0.05922277022391281
6,1096.22,1,1,1,0,0,0,0,0,1,0,0,1,0.10087854028552723
4,287.82,1,0,1,0,0,0,0,0,1,0,1,0,0.08214047488126389
2,29.99,0,1,1,0,0,0,1,0,0,0,0,1,0.05611956059781291
2,448.54,0,1,1,1,2,0,0,0,1,0,0,1,0.0873350063744004
12,47.16,0,1,0,1,3,1,0,0,1,0,0,1,0.07794445269085383
10,133.94,1,0,0,1,3,1,0,0,1,0,1,0,0.0696797871612499
8,57.74,0,1,1,0,0,0,0,1,0,0,1,0,0.06838578630293583
9,236.93,1,1,0,1,2,0,0,0,1,0,1,0,0.11260751132832204
8,53.0,0,1,1,0,0,0,0,0,1,0,1,0,0.06934802697204437
6,29.99,1,0,1,1,2,0,0,0,1,0,1,0,0.0638570959751904
9,666.57,1,1,1,1,2,0,0,0,1,0,0,1,0.10979002017910555
7,170.43,0,1,0,0,0,0,0,0,1,0,0,1,0.07227187230871801
3,126.97,0,1,1,1,2,0,0,0,1,0,1,0,0.08039540005661122
1,95.35,0,1,0,0,0,0,0,1,0,0,0,1,0.07893211162276792
3,29.99,0,1,1,1,3,1,0,1,0,0,0,1,0.06615354100210215
4,96.39,1,0,0,0,0,0,0,0,1,0,0,1,0.07841203456729746
4,82.94,0,1,1,0,0,0,0,0,1,0,1,0,0.07499662126921337
4,328.94,1,0,1,0,0,0,0,0,1,0,1,0,0.08440407643310244
9,298.54,1,1,0,0,0,0,0,0,1,0,1,0,0.11868064817078944
11,42.96,0,1,0,0,1,1,0,1,0,0,0,1,0.07147738737851571
3,101.69,1,0,1,1,3,1,0,1,0,0,0,1,0.07405355321161229
4,244.91,0,1,0,1,2,0,1,0,0,0,1,0,0.0747994234428368
5,154.83,1,0,0,0,0,0,0,0,1,0,1,0,0.06794904550693552
8,42.88,1,0,1,1,2,0,0,0,1,0,0,1,0.07042774346795848
6,94.68,0,1,0,1,2,0,0,0,1,0,1,0,0.07286538547987696
10,70.21,1,0,1,1,2,0,0,1,0,0,1,0,0.05969394941341716
10,877.1,1,1,1,1,3,1,0,1,0,0,1,0,0.08027902085504038
5,69.91,0,1,1,0,1,1,0,1,0,0,1,0,0.07073055513465569
10,245.26,1,1,0,1,2,0,0,1,0,0,1,0,0.1053720909986604
2,282.15,1,1,0,0,0,0,0,1,0,0,1,0,0.11670741254407405
5,443.71,0,1,0,1,2,0,0,1,0,0,1,0,0.07002876485812556
3,102.29,1,0,1,0,0,0,0,1,0,0,1,0,0.07477933966610138
7,241.37,0,1,0,0,1,1,1,0,0,0,0,1,0.07048401448521996
5,593.96,1,0,1,0,0,0,0,1,0,1,0,0,0.08098948152626576
3,29.99,1,0,1,0,0,0,0,0,1,0,1,0,0.06663194324560184
8,341.63,1,0,0,0,0,0,1,0,0,0,1,0,0.07161439778612158
9,135.88,0,1,0,0,0,0,0,1,0,0,0,1,0.07492019741499142
6,347.91,1,0,1,1,2,0,0,0,1,1,0,0,0.0817306595893219
2,120.92,0,1,0,1,2,0,0,1,0,0,0,1,0.07773440230332873
1,309.22,1,0,1,0,0,0,0,1,0,0,0,1,0.08807268563479445
2,155.14,1,0,1,1,2,0,0,1,0,0,1,0,0.0792908735681915
6,484.45,0,1,0,0,0,0,0,1,0,1,0,0,0.06887012305739265
10,341.82,0,1,0,0,1,1,0,1,0,0,1,0,0.07407820504135472
7,86.8,0,1,1,1,2,0,0,0,1,0,1,0,0.06784868581858831
2,29.99,1,0,1,0,0,0,0,1,0,0,0,1,0.05652343985202944
1,260.08,0,1,0,0,1,1,0,0,1,0,0,1,0.08350874895480492
12,315.33,1,0,0,0,0,0,0,0,1,0,1,0,0.08481420716356555
9,123.66,1,0,0,0,0,0,0,1,0,0,1,0,0.0690559888643832
7,136.47,0,1,1,1,2,0,0,1,0,0,0,1,0.0684467107695536
1,120.59,0,1,1,0,0,0,0,0,1,0,1,0,0.08484513407099181
2,61.07,1,0,1,1,2,0,0,0,1,0,0,1,0.07471415096962786
3,101.41,1,0,1,0,0,0,0,1,0,0,1,0,0.0758521362602803
1,237.92,1,1,1,1,2,0,0,0,1,0,1,0,0.12280039507726628
5,29.99,0,1,0,1,3,1,0,1,0,0,0,1,0.0619503747323
3,184.03,1,0,0,0,0,0,0,0,1,0,0,1,0.08051247437563684
2,1036.41,0,1,1,0,0,0,0,1,0,0,1,0,0.09329104007674022
9,384.43,0,1,0,1,3,1,0,0,1,0,0,1,0.08739781582314796
11,254.36,1,0,0,0,0,0,0,1,0,0,0,1,0.06266748727098952
8,183.75,1,0,1,1,2,0,1,0,0,0,0,1,0.06464861618274681
8,394.16,0,1,0,0,0,0,0,1,0,0,0,1,0.07816578658772985
10,101.07,0,1,0,1,2,0,0,0,1,0,1,0,0.07856730123828778
12,29.99,0,1,0,1,3,1,0,0,1,0,1,0,0.07666077547305908
11,206.74,0,1,0,0,0,0,0,0,1,0,1,0,0.06688717875652554
3,113.76,1,0,0,0,0,0,1,0,0,0,0,1,0.07918242442145385
7,485.44,0,1,0,1,2,0,0,1,0,0,0,1,0.06991005395010512
10,142.99,1,0,0,0,0,0,0,1,0,0,1,0,0.06088324160409195
4,29.99,1,0,0,0,1,1,0,0,1,0,0,1,0.07191034322345932
6,195.31,0,1,0,0,0,0,0,0,1,0,0,1,0.0733275329634743
3,188.22,1,0,0,0,0,0,0,1,0,0,1,0,0.07501706182256239
10,105.75,1,0,0,0,1,1,1,0,0,0,0,1,0.07099890882451619
10,245.59,0,1,0,1,2,0,1,0,0,0,1,0,0.07322477273491015
2,303.53,0,1,0,1,2,0,0,0,1,0,1,0,0.08112173989076105
8,29.99,1,0,1,1,2,0,0,1,0,0,0,1,0.06066521029165288
9,29.99,1,0,1,0,0,0,0,0,1,0,0,1,0.07238595926887037
1,1515.42,0,1,1,0,0,0,0,1,0,0,0,1,0.06460540861216688
7,29.99,0,1,1,1,2,0,0,0,1,0,1,0,0.0626372243817699
3,357.58,1,1,1,0,0,0,0,0,1,0,1,0,0.12529448639141746
1,94.24,1,0,1,1,2,0,0,1,0,0,0,1,0.07846448888594316
6,434.79,1,0,0,0,1,1,0,0,1,1,0,0,0.08517217104256761
12,43.22,0,1,1,1,2,0,0,0,1,0,0,1,0.07016420134213286
10,47.99,1,0,1,1,2,0,0,1,0,0,0,1,0.06384940955894264
10,67.2,0,1,0,0,1,1,0,1,0,0,1,0,0.07307476893463763
3,222.7,0,1,0,1,2,0,1,0,0,0,0,1,0.07588762158157075
4,775.45,1,1,1,0,1,1,0,1,0,0,0,1,0.10344619499588781
4,29.99,0,1,1,1,2,0,0,0,1,0,1,0,0.06620251866256184
5,93.14,0,1,0,0,0,0,0,0,1,0,1,0,0.07119653843359028
3,150.19,0,1,0,1,2,0,0,0,1,0,0,1,0.07819687588775298
3,929.85,0,1,1,0,0,0,0,0,1,1,0,0,0.084272501507347
3,354.72,1,0,0,0,0,0,0,1,0,1,0,0,0.08082626349404112
10,147.95,1,0,1,0,0,0,0,0,1,0,1,0,0.05783766646605264
5,321.26,1,0,0,1,2,0,0,0,1,0,1,0,0.08568570112194611
12,92.12,0,1,0,0,0,0,0,0,1,0,1,0,0.07737313038205634
2,30.06,0,1,1,1,2,0,0,1,0,0,1,0,0.06722536523699305
1,349.94,1,0,0,1,2,0,0,1,0,1,0,0,0.08589446670195641
9,72.79,1,0,0,0,0,0,0,1,0,0,1,0,0.06967768327493863
6,46.21,0,1,0,1,2,0,0,1,0,0,0,1,0.0675457345903702
10,152.12,1,0,0,1,2,0,0,0,1,0,1,0,0.05818334641002784
12,113.19,1,0,1,0,0,0,0,1,0,0,0,1,0.062101112028941086
10,227.33,0,1,1,0,0,0,0,0,1,0,0,1,0.0693520576935776
5,206.15,0,1,0,0,0,0,0,1,0,0,1,0,0.06963786374946934
5,29.99,1,0,0,0,0,0,0,0,1,0,0,1,0.06940392754807118
2,52.91,1,0,0,0,0,0,0,1,0,0,0,1,0.07897011806886235
2,252.91,1,0,0,1,2,0,0,0,1,0,0,1,0.08611914400000335
7,139.53,1,0,1,1,2,0,0,1,0,0,0,1,0.0662229176722205
9,113.6,0,1,1,1,2,0,0,0,1,0,0,1,0.06938726231511769
4,203.73,0,1,1,1,2,0,0,1,0,0,1,0,0.07842012585815337
1,29.99,1,0,0,0,0,0,0,0,1,0,1,0,0.07700864805532628
9,530.75,1,1,1,1,2,0,0,1,0,0,1,0,0.11008943573131438
7,70.74,1,0,0,0,1,1,0,1,0,0,0,1,0.07063759456356627
8,690.19,1,0,1,1,2,0,0,0,1,0,1,0,0.08385780657226938
4,467.86,0,1,0,1,2,0,0,1,0,1,0,0,0.06630172052493569
2,76.68,1,0,1,1,2,0,0,0,1,0,0,1,0.07752914203860374
12,380.03,0,1,1,1,2,0,0,1,0,0,0,1,0.07025137252355663
2,1465.19,1,0,1,0,0,0,0,0,1,1,0,0,0.06649330939095169
1,195.36,0,1,1,1,2,0,0,1,0,0,0,1,0.08090543635695632
10,464.36,1,1,0,1,2,0,0,1,0,0,1,0,0.10665023830682807
3,393.35,0,1,0,0,0,0,0,0,1,0,0,1,0.08611867060484282
3,56.27,0,1,1,1,2,0,0,0,1,0,0,1,0.07344260962926477
9,29.99,1,0,0,1,2,0,0,1,0,0,1,0,0.07385083696414627
1,85.36,1,0,1,0,0,0,0,0,1,0,1,0,0.07861376330787886
5,42.82,0,1,0,0,0,0,0,0,1,0,1,0,0.06549428938299265
8,203.87,1,0,0,1,2,0,0,1,0,0,0,1,0.0706023488900981
10,258.33,0,1,1,0,0,0,0,1,0,0,0,1,0.06859797473195482
3,219.51,1,0,0,0,0,0,0,0,1,0,1,0,0.08241273333030721
1,266.99,0,1,0,0,0,0,0,1,0,0,0,1,0.08248745738188193
8,29.99,0,1,1,1,3,1,0,0,1,0,0,1,0.0645634822365181
7,118.08,1,0,0,0,0,0,0,1,0,0,1,0,0.06913636527576143
7,153.16,1,0,0,0,0,0,0,1,0,0,0,1,0.06548008662075178
6,49.94,1,0,0,0,0,0,0,0,1,0,0,1,0.07842596431549939
9,325.12,1,0,1,0,0,0,0,1,0,0,0,1,0.07518858984278451
12,29.99,1,0,1,1,2,0,0,1,0,0,0,1,0.06147044964025213
7,29.99,1,0,1,0,0,0,0,0,1,0,0,1,0.06273116959378656
2,63.83,1,0,1,0,0,0,0,1,0,0,0,1,0.0722601874444413
3,94.52,1,0,0,1,2,0,0,0,1,0,1,0,0.08033826722809276
2,59.95,0,1,1,1,2,0,0,0,1,0,0,1,0.07516004691889765
4,176.15,1,0,1,1,2,0,0,1,0,0,1,0,0.07395283587218855
7,88.05,0,1,1,1,2,0,0,1,0,0,1,0,0.0700313196586193
7,90.19,0,1,1,1,2,0,0,0,1,0,0,1,0.06471123179700351
2,53.45,1,0,0,1,2,0,0,0,1,0,1,0,0.08449395446457637
9,459.02,0,1,0,0,0,0,0,0,1,1,0,0,0.08386183715372873
8,244.81,0,1,1,1,2,0,1,0,0,0,1,0,0.07009822333756402
3,29.99,1,0,0,0,0,0,0,1,0,0,0,1,0.06282809565197028
7,219.49,0,1,0,1,3,1,0,0,1,0,1,0,0.07285292336321766
2,292.48,1,0,0,1,2,0,1,0,0,0,0,1,0.08479475677514595
2,812.31,1,0,1,1,2,0,0,1,0,0,1,0,0.08448968183779511
5,29.99,1,0,0,0,0,0,0,1,0,0,1,0,0.06237475375568595
3,349.47,1,1,1,0,1,1,0,0,1,0,1,0,0.12499153646902436
9,456.49,1,1,0,0,0,0,0,1,0,0,1,0,0.11233784976065239
1,833.25,0,1,1,0,0,0,0,0,1,0,1,0,0.08894333772910314
3,259.12,0,1,1,0,0,0,1,0,0,0,1,0,0.07590117829061395
5,485.28,1,0,0,0,0,0,0,1,0,0,0,1,0.08423632077907556
6,178.93,0,1,1,0,0,0,0,1,0,0,1,0,0.07137095805843507
2,515.52,0,1,1,1,3,1,0,1,0,0,0,1,0.08589654338910545
5,62.7,0,1,1,0,0,0,0,1,0,0,1,0,0.07063225407209585
12,29.99,0,1,1,0,0,0,0,0,1,0,1,0,0.06996275689931322
10,29.99,0,1,1,1,2,0,0,1,0,0,0,1,0.0705625972442435
1,88.69,1,0,1,0,0,0,0,1,0,0,1,0,0.08398933813822702
3,533.42,0,1,1,1,2,0,0,0,1,0,1,0,0.09153200389998575
8,268.17,0,1,0,1,2,0,0,0,1,0,1,0,0.07443157320594093
10,228.24,1,0,0,0,0,0,0,1,0,0,0,1,0.06454253825520226
9,44.4,0,1,0,0,0,0,0,0,1,0,0,1,0.08333767116713554
9,180.86,0,1,1,1,2,0,0,0,1,0,1,0,0.07311990625261301
3,455.67,0,1,0,0,0,0,0,1,0,0,1,0,0.07438291654520157
10,434.82,0,1,0,0,0,0,1,0,0,1,0,0,0.07610741813562828
5,103.36,1,0,0,1,2,0,0,0,1,0,1,0,0.07171830321620105
2,37.62,1,0,1,0,0,0,1,0,0,0,0,1,0.05960568941436713
9,326.74,1,0,0,0,0,0,0,0,1,1,0,0,0.08428123013351961
9,471.83,1,1,0,0,0,0,0,0,1,1,0,0,0.11214295310998401
8,343.03,1,0,0,1,2,0,1,0,0,1,0,0,0.07563159175983847
8,543.7,1,0,1,1,2,0,0,1,0,0,1,0,0.08112248593888932
6,29.99,0,1,1,1,2,0,0,1,0,0,1,0,0.06122094916352391
2,350.87,0,1,0,0,0,0,0,0,1,0,0,1,0.08181151078944586
3,421.15,0,1,0,0,0,0,0,1,0,0,0,1,0.0818235216822256
3,286.7,0,1,0,1,2,0,1,0,0,1,0,0,0.06590650482227384
3,718.05,1,0,1,0,1,1,0,0,1,0,0,1,0.08979119282275122
10,164.05,0,1,0,1,2,0,0,1,0,0,1,0,0.07183301639672596
7,932.25,0,1,1,0,0,0,0,0,1,1,0,0,0.07644112397484443
5,353.65,1,0,0,0,0,0,0,0,1,0,0,1,0.08963579185495575
10,334.84,1,1,0,1,3,1,0,0,1,0,1,0,0.11303800138608822
1,300.6,1,0,0,1,3,1,0,0,1,0,0,1,0.09715150932689565
2,352.68,0,1,0,0,0,0,1,0,0,0,1,0,0.07385287123287265
8,286.21,1,1,1,1,2,0,1,0,0,0,1,0,0.07893075010426687
1,203.25,1,0,1,0,0,0,0,1,0,1,0,0,0.07801491743810497
5,131.65,0,1,1,0,0,0,0,1,0,0,1,0,0.07227979686502478
10,175.57,0,1,1,0,0,0,0,1,0,0,1,0,0.06998518878553162
2,1039.77,1,1,1,0,1,1,1,0,0,0,1,0,0.0968337179936381
10,407.85,1,0,0,1,2,0,0,1,0,0,1,0,0.07861276487999164
10,1032.3,1,1,1,0,0,0,1,0,0,0,1,0,0.059949724632307744
6,77.11,0,1,0,0,0,0,0,0,1,0,0,1,0.0740871212959407
10,29.99,1,0,0,1,2,0,0,1,0,0,0,1,0.07517366554318741
3,36.68,1,0,0,1,3,1,0,0,1,0,1,0,0.07633290648841264
7,225.75,0,1,0,1,2,0,0,1,0,0,1,0,0.0685232237856874
10,197.85,0,1,0,0,0,0,0,0,1,0,0,1,0.07447905395543215
3,654.87,1,1,1,0,0,0,0,1,0,0,0,1,0.12079115348967145
1,127.88,0,1,1,1,2,0,0,1,0,0,0,1,0.08304980799951847
1,155.55,0,1,0,1,2,0,0,1,0,0,1,0,0.08106153555349782
1,485.65,0,1,0,0,1,1,0,0,1,0,0,1,0.08171992943737508
10,529.26,1,0,1,1,2,0,1,0,0,0,1,0,0.06719558980700131
3,220.14,1,0,0,0,0,0,0,1,0,0,1,0,0.07785852364423967
1,854.17,1,0,1,0,0,0,0,1,0,0,1,0,0.07876049677738922
10,29.99,0,1,1,1,2,0,0,1,0,0,0,1,0.0705625972442435
10,41.67,0,1,1,0,0,0,0,0,1,0,1,0,0.0747147966918946
5,219.21,1,0,0,0,1,1,1,0,0,0,0,1,0.07454736281568326
2,467.11,0,1,0,0,0,0,0,1,0,0,1,0,0.07249010343688297
8,472.16,1,1,0,1,3,1,0,0,1,1,0,0,0.1122696334144225
6,38.22,1,0,1,0,0,0,0,0,1,0,0,1,0.06585248516077817
1,93.25,0,1,1,0,0,0,0,1,0,0,0,1,0.08019784703669619
5,481.46,1,1,0,0,0,0,1,0,0,1,0,0,0.08165840556442874
10,29.99,0,1,1,0,0,0,0,0,1,0,0,1,0.07382559121825795
3,665.58,1,1,1,1,2,0,0,0,1,0,1,0,0.12671354959140585
7,61.86,1,0,1,1,2,0,0,0,1,0,1,0,0.06731419145423401
10,29.99,1,0,0,1,2,0,1,0,0,0,1,0,0.0818193725726143
11,224.3,0,1,0,0,0,0,0,1,0,1,0,0,0.06289023717611313
9,44.72,1,0,1,1,2,0,0,0,1,0,0,1,0.07364704448280825
7,453.52,1,1,0,1,3,1,0,1,0,0,1,0,0.1109813720161997
12,149.17,1,0,1,1,2,0,0,0,1,0,0,1,0.05891051940875727
10,53.82,0,1,1,1,2,0,0,1,0,0,1,0,0.06987371696706368
4,130.57,0,1,0,1,2,0,1,0,0,0,1,0,0.07780545773374996
9,268.17,0,1,1,0,0,0,1,0,0,1,0,0,0.0752196548857624
2,29.99,0,1,0,0,0,0,0,0,1,0,0,1,0.05653532303715235
2,149.82,1,0,1,0,0,0,0,1,0,0,0,1,0.07898079722382181
3,191.36,1,0,0,1,2,0,0,0,1,0,0,1,0.08132448348553208
5,889.94,0,1,1,1,2,0,0,0,1,0,0,1,0.07971464974653748
7,319.03,1,1,1,1,2,0,0,1,0,0,1,0,0.10753072509914799
5,108.1,0,1,0,0,0,0,0,0,1,0,0,1,0.07271830977058348
2,96.72,1,0,0,0,0,0,0,0,1,0,1,0,0.08306771452048024
3,71.77,1,0,0,0,0,0,0,0,1,0,0,1,0.08370621697540839
11,132.09,1,0,1,1,2,0,1,0,0,0,1,0,0.0576426716724288
11,481.68,1,1,1,0,0,0,0,0,1,1,0,0,0.10600332448994054
8,119.19,0,1,1,0,0,0,0,1,0,0,1,0,0.0691261773650822
4,241.76,1,0,0,1,3,1,0,1,0,0,1,0,0.0756815200738076
7,463.45,1,0,0,0,0,0,0,1,0,0,1,0,0.07903009327756032
3,29.99,1,0,0,0,0,0,0,0,1,0,1,0,0.07282832232282517
11,183.69,1,0,0,1,2,0,0,1,0,0,0,1,0.05872915766931376
7,226.92,0,1,0,0,0,0,1,0,0,1,0,0,0.07027847528600939
8,70.75,0,1,0,1,3,1,0,0,1,0,1,0,0.07217878005074917
4,390.7,1,0,0,0,0,0,0,1,0,0,1,0,0.09098515427572733
3,29.99,1,0,1,0,0,0,0,1,0,0,0,1,0.05989140106262052
1,367.19,1,0,0,1,3,1,0,0,1,0,0,1,0.09802568543176177
3,1030.79,0,1,1,1,2,0,0,1,0,0,0,1,0.08197625115837211
2,411.68,1,0,0,1,2,0,1,0,0,1,0,0,0.0843867458141904
8,65.15,1,0,1,0,0,0,0,1,0,0,1,0,0.06215195405941465
5,222.88,0,1,1,1,3,1,0,1,0,0,0,1,0.07184798987521729
1,119.22,0,1,0,1,2,0,0,1,0,0,0,1,0.08048505041733006
1,29.99,1,0,0,1,2,0,0,0,1,0,1,0,0.07700864805532628
9,211.66,1,0,1,1,2,0,0,0,1,0,1,0,0.07047233950263788
9,409.3,0,1,0,0,1,1,1,0,0,0,1,0,0.07641923478695319
12,149.4,0,1,1,0,0,0,0,0,1,0,1,0,0.07123094663371009
11,400.43,0,1,1,1,2,0,0,1,0,1,0,0,0.06891403724908839
10,97.08,1,0,0,1,2,0,1,0,0,0,1,0,0.06779841550311613
9,89.19,1,0,0,0,0,0,0,1,0,0,0,1,0.0727353965690718
1,315.78,1,0,0,1,2,0,0,0,1,0,0,1,0.09666474049488347
3,493.2,1,1,0,1,2,0,0,0,1,0,0,1,0.11874269646836055
2,38.33,1,0,0,1,2,0,0,1,0,0,0,1,0.06540948744168734
7,29.99,0,1,0,1,2,0,0,1,0,0,0,1,0.06132296924521312
2,977.37,0,1,1,0,0,0,0,1,0,1,0,0,0.08437311275958437
7,134.45,0,1,0,0,1,1,0,0,1,0,1,0,0.07263983010631583
2,29.99,1,0,0,1,2,0,0,1,0,0,1,0,0.0640362315098431
5,297.13,1,1,0,1,3,1,1,0,0,1,0,0,0.09158026800593713
11,260.29,0,1,1,0,0,0,0,0,1,0,1,0,0.067512300402461
8,52.37,0,1,1,1,3,1,0,0,1,0,0,1,0.06752506545691755
7,29.99,1,0,0,0,0,0,0,1,0,0,1,0,0.060691447490234085
11,68.54,0,1,0,1,2,0,0,1,0,0,1,0,0.06579941253093254
6,419.96,1,0,0,1,2,0,0,0,1,0,1,0,0.09219703404989008
10,173.41,0,1,1,0,0,0,0,1,0,0,0,1,0.06776737497806425
4,210.62,1,1,1,0,0,0,0,0,1,1,0,0,0.10998039060729273
1,29.99,0,1,1,0,0,0,0,1,0,0,0,1,0.0257653840275536
11,273.47,1,1,0,1,3,1,1,0,0,0,0,1,0.08421374989021341
10,253.7,1,0,1,0,0,0,0,1,0,0,1,0,0.060737000177079975
10,41.6,1,0,0,1,2,0,0,1,0,0,0,1,0.07501075751902425
7,163.06,1,0,0,0,1,1,0,1,0,0,1,0,0.06283340475797566
10,520.5,1,1,1,1,3,1,0,1,0,1,0,0,0.10532457538852337
9,100.32,0,1,0,0,0,0,0,1,0,0,0,1,0.07506302263624008
1,817.89,1,0,1,0,0,0,1,0,0,0,0,1,0.0686259210841805
2,144.37,1,0,1,1,2,0,0,0,1,0,1,0,0.07758788895657705
2,224.47,1,1,0,0,0,0,0,0,1,0,0,1,0.12323384714894672
9,81.36,0,1,1,1,2,0,0,1,0,0,1,0,0.07203755169855454
7,29.99,1,0,0,1,2,0,0,1,0,0,0,1,0.0631103449221754
10,108.45,1,0,1,1,2,0,0,0,1,0,0,1,0.05932856741155999
6,131.73,1,0,0,1,3,1,0,0,1,0,0,1,0.07468601787476133
10,235.34,1,1,1,1,2,0,0,1,0,0,0,1,0.10505110824496619
2,213.59,1,1,0,0,0,0,0,0,1,0,0,1,0.12232587922345758
4,634.8,1,0,1,0,0,0,0,1,0,0,0,1,0.08833036343868116
9,36.84,0,1,0,1,2,0,0,0,1,0,1,0,0.08130157048894802
9,29.99,0,1,1,1,3,1,0,1,0,0,1,0,0.06781400823249037
1,66.73,0,1,1,0,0,0,0,0,1,0,1,0,0.08019342675161882
12,72.22,1,0,0,0,0,0,0,0,1,0,1,0,0.08300116082164928
5,47.85,0,1,1,1,2,0,0,0,1,0,1,0,0.06823751143215295
6,29.99,0,1,0,0,0,0,0,0,1,0,1,0,0.06207423093512909
7,29.99,1,0,0,0,1,1,0,0,1,0,1,0,0.06839791827806659
9,56.54,0,1,0,1,2,0,0,1,0,0,0,1,0.07474920303903526
8,247.63,0,1,1,0,0,0,0,0,1,1,0,0,0.07037811236716761
10,361.11,1,0,0,1,2,0,0,1,0,0,0,1,0.07597788463961593
1,417.34,1,1,0,1,3,1,0,1,0,0,1,0,0.12565948431935403
1,336.89,1,0,0,0,0,0,0,0,1,0,1,0,0.09478978336749413
10,128.03,1,0,0,1,2,0,0,1,0,0,1,0,0.06387048298779814
2,298.69,0,1,0,1,3,1,1,0,0,0,0,1,0.07776843259546079
10,193.27,1,0,0,1,2,0,0,0,1,0,1,0,0.07079720051223622
1,209.84,0,1,0,0,0,0,0,0,1,0,0,1,0.08336665755607724
