trip_duration,distance_traveled,num_of_passengers,fare,miscellaneous_fees,total_fare,surge_applied,tip_class
393.0,1.85,1.0,45.0,6.299999999999997,66.3,0,under med
855.0,4.44,1.0,86.25,26.19999999999999,135.45,1,over med
338.0,1.54,1.0,41.25,9.75,51.0,0,low
1135.0,4.31,1.0,105.0,13.0,156.0,0,high
475.0,2.03,1.0,56.25,6.450000000000003,74.7,0,under med
519.0,2.12,1.0,56.25,6.299999999999997,71.55,0,low
731.0,5.09,1.0,90.0,6.0,120.0,0,over med
491.0,3.56,1.0,67.5,6.0,73.5,0,low
181.0,0.9,1.0,30.0,6.0,45.0,0,low
1024.0,7.89,1.0,120.0,26.875,175.875,1,high
787.0,3.96,2.0,82.5,26.450000000000017,130.95000000000002,1,over med
1114.0,11.27,1.0,161.25,55.25,259.5,0,high
1046.0,3.54,1.0,90.0,13.5,103.5,0,low
741.0,3.73,1.0,82.5,26.625,124.125,1,under med
715.0,2.04,1.0,67.5,6.0,73.5,0,low
3446.0,27.07,1.0,393.75,55.625,471.375,0,over med
1190.0,5.41,1.0,116.25,34.275000000000006,195.525,1,high
843.0,8.24,1.0,127.5,10.200000000000015,164.70000000000002,0,high
738.0,2.56,1.0,71.25,6.450000000000003,92.7,0,under med
314.0,1.45,1.0,45.0,33.925,98.925,1,over med
1225.0,11.1,1.0,176.25,34.125,252.375,1,high
252.0,1.29,1.0,37.5,6.0,43.5,0,low
385.0,2.62,1.0,56.25,9.950000000000005,79.2,0,under med
872.0,3.85,1.0,90.0,33.875,127.875,1,low
1344.0,6.61,6.0,131.25,6.0,137.25,0,low
929.0,4.52,1.0,97.5,6.0,118.5,0,under med
394.0,1.4,1.0,45.0,13.5,58.5,0,low
3524.0,20.58,1.0,341.25,13.5,354.75,0,low
684.0,8.51,1.0,127.5,28.30000000000001,202.8,0,high
913.0,5.52,1.0,101.25,26.200000000000017,153.45000000000002,1,high
116.0,0.16,1.0,22.5,6.0,28.5,0,low
865.0,2.93,1.0,78.75,6.0,84.75,0,low
616.0,2.9,1.0,67.5,13.700000000000005,97.2,0,under med
435.0,1.96,1.0,52.5,6.0,58.5,0,low
683.0,3.17,3.0,71.25,10.0,101.25,0,over med
445.0,2.16,1.0,52.5,5.775000000000006,67.275,0,low
739.0,3.2,1.0,75.0,6.0,81.0,0,low
1563.0,10.44,1.0,183.75,26.69999999999999,252.45,1,high
1058.0,3.7,1.0,93.75,13.5,107.25,0,low
659.0,3.25,1.0,67.5,26.625,94.125,1,low
602.0,2.82,1.0,67.5,13.700000000000005,97.2,0,under med
365.0,1.67,1.0,45.0,33.95,94.95,1,under med
676.0,6.82,1.0,112.5,5.700000000000017,142.20000000000002,0,over med
1015.0,4.83,1.0,97.5,6.0,103.5,0,low
885.0,5.07,2.0,97.5,5.700000000000003,124.2,0,over med
828.0,13.24,1.0,176.25,55.57499999999999,300.825,0,high
633.0,4.01,1.0,78.75,6.0,84.75,0,low
809.0,3.99,1.0,86.25,13.450000000000005,119.7,0,over med
681.0,4.39,1.0,82.5,6.0,88.5,0,low
264.0,1.3,1.0,37.5,6.0,43.5,0,low
1436.0,18.85,2.0,255.0,6.0,261.0,0,low
4016.0,12.92,1.0,326.25,13.5,339.75,0,low
1339.0,4.89,1.0,112.5,6.0,133.5,0,under med
741.0,2.37,1.0,71.25,6.450000000000003,92.7,0,under med
1506.0,5.15,1.0,127.5,26.625,154.125,1,low
343.0,1.61,1.0,45.0,9.700000000000005,65.7,0,under med
490.0,3.01,1.0,63.75,9.75,73.5,0,low
1833.0,5.79,2.0,150.0,26.625,176.625,1,low
1600.0,5.15,1.0,135.0,13.125,178.125,0,high
714.0,2.83,6.0,71.25,6.450000000000003,92.7,0,under med
1117.0,5.79,1.0,112.5,13.625,151.125,0,over med
1074.0,3.14,1.0,90.0,6.200000000000003,115.2,0,over med
3266.0,30.14,1.0,408.75,5.949999999999989,497.7,0,high
1888.0,7.24,1.0,161.25,26.19999999999999,225.45,1,high
397.0,2.03,1.0,52.5,30.375,82.875,1,low
531.0,2.32,4.0,60.0,6.0,66.0,0,low
1827.0,11.14,1.0,187.5,34.44999999999999,265.95,1,high
433.0,3.86,1.0,63.75,30.5,122.25,1,high
15.0,2.9,1.0,18.75,6.0,24.75,0,low
392.0,1.32,1.0,45.0,6.0,51.0,0,low
2225.0,10.99,1.0,217.5,5.5,261.0,0,high
357.0,1.98,1.0,45.0,26.125,79.125,1,low
864.0,2.78,1.0,75.0,13.5,88.5,0,low
486.0,2.09,3.0,52.5,6.0,58.5,0,low
742.0,4.1,1.0,86.25,30.69999999999999,139.95,1,over med
795.0,2.41,1.0,71.25,6.349999999999994,96.6,0,over med
955.0,13.78,1.0,180.0,10.150000000000006,237.15,0,high
1076.0,5.04,1.0,108.75,5.949999999999989,137.7,0,over med
1181.0,12.15,1.0,176.25,26.19999999999999,243.45,1,high
1570.0,3.59,1.0,127.5,26.44999999999999,184.95,1,high
859.0,3.51,1.0,82.5,26.450000000000017,130.95000000000002,1,over med
2112.0,16.58,1.0,243.75,26.25,300.0,1,high
934.0,3.22,1.0,86.25,13.375,119.625,0,over med
1493.0,5.21,1.0,131.25,34.125,180.375,1,under med
1024.0,9.32,1.0,142.5,30.125,191.625,1,over med
702.0,3.73,1.0,75.0,30.450000000000003,126.45,1,over med
1187.0,13.15,1.0,195.0,6.199999999999989,241.2,0,high
416.0,3.11,1.0,56.25,9.899999999999991,75.14999999999999,0,low
483.0,3.06,1.0,60.0,30.625,101.625,1,under med
450.0,1.4,1.0,48.75,6.0,54.75,0,low
435.0,1.27,6.0,48.75,6.0,54.75,0,low
2587.0,8.92,1.0,202.5,27.125,251.625,1,over med
279.0,1.54,1.0,41.25,6.0,47.25,0,low
1276.0,9.82,1.0,165.0,55.125,220.125,0,low
637.0,4.75,1.0,82.5,6.0,88.5,0,low
886.0,6.6,1.0,112.5,34.375,175.875,1,high
1738.0,7.11,1.0,150.0,13.199999999999989,196.2,0,high
1224.0,7.16,2.0,131.25,27.125,180.375,1,over med
288.0,1.0,1.0,37.5,9.75,47.25,0,low
612.0,2.09,1.0,63.75,9.5,86.25,0,under med
1890.0,17.59,1.0,262.5,26.92500000000001,361.425,1,high
496.0,1.95,2.0,56.25,30.700000000000003,103.95,1,over med
644.0,2.98,1.0,67.5,26.450000000000003,112.95,1,over med
1520.0,10.86,1.0,180.0,33.625,251.625,1,high
144.0,0.42,6.0,26.25,6.25,52.5,0,over med
187.0,0.68,1.0,30.0,9.75,54.75,0,under med
440.0,1.93,2.0,52.5,26.125,98.625,1,over med
1154.0,5.7,1.0,112.5,26.450000000000017,166.95000000000002,1,high
193.0,0.87,1.0,33.75,13.674999999999995,61.425,0,under med
817.0,3.36,1.0,82.5,6.174999999999997,102.675,0,under med
704.0,3.38,1.0,78.75,6.0,84.75,0,low
1403.0,4.78,1.0,116.25,34.19999999999999,180.45,1,high
3.0,0.02,1.0,69.75,2.25,72.0,0,low
423.0,1.51,1.0,48.75,5.950000000000003,65.7,0,under med
823.0,3.86,1.0,86.25,27.125,135.375,1,over med
505.0,2.12,1.0,56.25,13.450000000000005,83.7,0,under med
484.0,1.92,1.0,52.5,9.424999999999995,80.925,0,over med
318.0,2.0,1.0,45.0,13.5,58.5,0,low
993.0,6.13,1.0,112.5,26.450000000000017,166.95000000000002,1,high
1371.0,7.47,2.0,142.5,26.625,184.125,1,under med
199.0,0.9,1.0,30.0,6.0,36.0,0,low
452.0,2.78,1.0,56.25,26.52500000000001,107.775,1,over med
439.0,2.46,1.0,56.25,6.000000000000007,62.25000000000001,0,low
896.0,7.82,1.0,123.75,33.69999999999999,189.45,1,high
904.0,3.14,1.0,82.5,5.700000000000003,106.2,0,over med
1433.0,6.44,1.0,127.5,6.349999999999994,146.85,0,under med
1147.0,11.14,1.0,161.25,10.25,193.5,0,over med
1100.0,4.39,1.0,105.0,30.024999999999977,176.02499999999998,1,high
1678.0,15.72,1.0,236.25,9.949999999999989,295.2,0,high
578.0,1.64,1.0,56.25,13.899999999999991,87.14999999999999,0,over med
504.0,3.49,1.0,67.5,10.200000000000005,92.7,0,under med
236.0,0.95,1.0,33.75,5.924999999999997,51.675,0,under med
1420.0,5.84,1.0,127.5,34.55000000000001,202.05,1,high
179.0,0.97,1.0,33.75,5.924999999999997,51.675,0,under med
125.0,0.53,1.0,26.25,5.600000000000001,38.85,0,low
371.0,2.25,1.0,52.5,9.750000000000009,62.25000000000001,0,low
1707.0,6.5,2.0,150.0,6.199999999999989,187.2,0,high
1428.0,10.43,1.0,180.0,6.5,232.5,0,high
1552.0,8.61,1.0,161.25,55.39999999999998,259.65,0,high
457.0,1.96,1.0,48.75,26.950000000000003,86.7,1,under med
1059.0,5.04,1.0,108.75,30.375,154.125,1,under med
826.0,4.1,1.0,86.25,26.19999999999999,135.45,1,over med
2131.0,6.95,1.0,165.0,26.94999999999999,229.95,1,high
2395.0,14.02,1.0,247.5,6.0,253.5,0,low
496.0,1.92,1.0,56.25,13.450000000000005,83.7,0,under med
276.0,1.32,1.0,41.25,9.5,63.75,0,under med
626.0,2.35,2.0,60.0,9.75,69.75,0,low
773.0,2.41,1.0,71.25,5.75,90.0,0,under med
96.0,1.06,1.0,30.0,9.75,39.75,0,low
637.0,1.63,1.0,60.0,26.950000000000003,103.95,1,over med
999.0,2.82,1.0,86.25,6.099999999999994,115.35,0,over med
1439.0,4.36,2.0,116.25,34.19999999999999,180.45,1,high
1130.0,4.96,1.0,108.75,26.69999999999999,162.45,1,high
487.0,1.38,1.0,48.75,6.0,54.75,0,low
216.0,1.45,1.0,37.5,34.45,85.95,1,under med
195.0,0.97,1.0,33.75,9.375,52.125,0,low
1001.0,4.17,1.0,93.75,5.950000000000003,119.7,0,over med
1049.0,12.2,1.0,168.75,30.17500000000001,248.925,1,high
936.0,4.22,1.0,93.75,26.700000000000017,144.45000000000002,1,over med
748.0,4.18,1.0,82.5,34.599999999999994,134.1,1,over med
662.0,2.74,1.0,67.5,5.700000000000003,88.2,0,under med
83458.0,3.17,1.0,75.0,34.599999999999994,114.6,1,low
450.0,2.48,1.0,56.25,34.2,108.45,1,over med
661.0,3.67,1.0,75.0,6.200000000000003,97.2,0,under med
515.0,2.56,1.0,63.75,26.700000000000003,108.45,1,over med
879.0,5.54,1.0,97.5,5.700000000000003,124.2,0,over med
1099.0,3.99,1.0,101.25,13.5,114.75,0,low
770.0,6.6,3.0,105.0,26.25,164.25,1,high
897.0,3.91,1.0,90.0,2.25,92.25,0,low
761.0,3.01,1.0,75.0,6.0,81.0,0,low
734.0,2.7,1.0,71.25,6.0,77.25,0,low
1057.0,2.57,1.0,86.25,13.450000000000005,119.7,0,over med
1102.0,4.51,1.0,105.0,26.82499999999999,144.825,1,under med
873.0,9.03,1.0,135.0,6.0,141.0,0,low
544.0,1.83,1.0,56.25,13.5,69.75,0,low
478.0,3.41,1.0,63.75,9.799999999999995,95.55,0,over med
525.0,2.59,1.0,60.0,10.149999999999991,87.14999999999999,0,over med
472.0,2.53,1.0,56.25,13.424999999999995,90.675,0,over med
240.0,2.12,1.0,41.25,9.950000000000005,61.2,0,under med
758.0,1.59,1.0,67.5,13.700000000000005,97.2,0,under med
1025.0,12.79,1.0,176.25,6.0,182.25,0,low
677.0,2.49,1.0,67.5,5.700000000000003,88.2,0,under med
1945.0,4.67,2.0,150.0,26.5,220.5,1,high
1048.0,5.63,2.0,112.5,29.94999999999999,171.45,1,high
960.0,12.47,1.0,172.5,55.125,227.625,0,low
1670.0,8.95,1.0,157.5,6.0,178.5,0,under med
870.0,2.77,1.0,78.75,6.0,84.75,0,low
262.0,1.24,1.0,37.5,13.25,63.75,0,under med
817.0,2.01,1.0,71.25,6.0,77.25,0,low
684.0,2.93,1.0,71.25,34.125,105.375,1,low
1050.0,3.98,1.0,90.0,6.200000000000003,115.2,0,over med
251.0,1.14,1.0,37.5,6.0,58.5,0,under med
1204.0,4.8,1.0,108.75,5.949999999999989,137.7,0,over med
511.0,1.75,1.0,52.5,10.200000000000005,74.7,0,under med
611.0,2.4,1.0,63.75,5.924999999999997,90.675,0,over med
955.0,17.24,1.0,221.25,5.850000000000023,284.1,0,high
2687.0,23.64,1.0,345.0,30.200000000000102,469.2000000000001,1,high
654.0,2.59,1.0,67.5,5.700000000000003,88.2,0,under med
2251.0,10.65,1.0,198.75,13.949999999999989,254.7,0,high
328.0,0.97,1.0,41.25,6.0,47.25,0,low
331.0,1.69,1.0,45.0,9.75,54.75,0,low
396.0,1.77,1.0,48.75,5.875,65.625,0,under med
1128.0,3.54,1.0,112.5,2.25,114.75,0,low
632.0,2.53,1.0,67.5,13.5,81.0,0,low
967.0,3.15,1.0,86.25,34.19999999999999,150.45,1,high
2516.0,11.91,1.0,228.75,5.9500000000000455,281.70000000000005,0,high
159.0,1.29,1.0,33.75,9.275,50.025,0,low
733.0,3.25,1.0,75.0,26.75,114.75,1,under med
325.0,1.77,2.0,45.0,6.200000000000003,61.2,0,under med
892.0,4.96,1.0,97.5,6.0,103.5,0,low
928.0,4.09,1.0,90.0,26.94999999999999,139.95,1,over med
248.0,1.53,6.0,41.25,13.450000000000005,65.7,0,under med
1423.0,15.37,2.0,221.25,9.75,231.0,0,low
410.0,1.69,1.0,48.75,6.424999999999997,71.175,0,under med
559.0,2.54,1.0,60.0,6.0,81.0,0,under med
502.0,2.27,1.0,60.0,13.200000000000005,88.2,0,under med
715.0,3.54,1.0,75.0,33.875,130.875,1,over med
772.0,4.14,1.0,82.5,26.625,109.125,1,low
1329.0,6.26,1.0,127.5,9.75,167.25,0,high
494.0,1.88,1.0,52.5,5.550000000000011,76.05000000000001,0,over med
1991.0,7.66,1.0,161.25,26.625,202.875,1,under med
444.0,1.77,1.0,48.75,9.375,70.125,0,under med
442.0,1.26,1.0,48.75,9.375,73.125,0,under med
1890.0,4.6,1.0,146.25,27.125,195.375,1,over med
1226.0,9.64,1.0,153.75,29.875,191.625,1,low
1738.0,7.5,1.0,153.75,6.0,159.75,0,low
566.0,3.22,1.0,71.25,6.375,92.625,0,under med
1138.0,7.97,1.0,142.5,26.625,199.125,1,high
696.0,3.03,1.0,71.25,6.174999999999997,100.425,0,over med
632.0,2.78,1.0,67.5,6.0,73.5,0,low
953.0,5.79,1.0,105.0,26.94999999999999,157.95,1,high
1229.0,5.65,1.0,120.0,26.125,154.125,1,low
780.0,4.39,1.0,86.25,26.19999999999999,135.45,1,over med
1322.0,12.94,1.0,282.75,2.25,342.0,0,high
1078.0,3.33,1.0,93.75,27.125,148.875,1,high
121.0,0.6,2.0,26.25,9.75,51.0,0,under med
785.0,1.61,1.0,67.5,10.125,92.625,0,under med
814.0,3.38,1.0,78.75,6.0,84.75,0,low
659.0,2.61,1.0,67.5,9.75,77.25,0,low
1209.0,4.68,1.0,108.75,33.69999999999999,171.45,1,high
952.0,3.77,1.0,90.0,26.94999999999999,139.95,1,over med
760.0,4.04,1.0,78.75,26.700000000000003,126.45,1,over med
341.0,1.01,1.0,41.25,13.450000000000005,65.7,0,under med
1429.0,7.9,1.0,153.75,26.69999999999999,216.45,1,high
334.0,2.04,1.0,48.75,9.300000000000011,76.05000000000001,0,over med
333.0,1.43,1.0,41.25,6.0,47.25,0,low
280.0,2.12,1.0,45.0,6.299999999999997,66.3,0,under med
957.0,3.54,2.0,86.25,13.5,99.75,0,low
439.0,1.77,1.0,48.75,6.0,69.75,0,under med
1016.0,4.2,5.0,97.5,5.700000000000003,124.2,0,over med
5276.0,16.22,1.0,390.0,6.0,396.0,0,low
796.0,2.57,1.0,71.25,6.0,77.25,0,low
214.0,1.14,1.0,33.75,30.57499999999999,83.32499999999999,1,over med
318.0,1.38,1.0,562.5,2.200000000000045,677.7,0,high
741.0,4.23,1.0,82.5,13.700000000000005,115.2,0,over med
1113.0,16.24,1.0,225.0,2.6999999999999886,272.7,0,high
1848.0,27.05,1.0,375.0,2.25,377.25,0,low
1173.0,7.4,1.0,127.5,6.0,133.5,0,low
1117.0,4.99,1.0,108.75,26.625,135.375,1,low
431.0,2.2,1.0,52.5,10.200000000000005,74.7,0,under med
937.0,3.62,1.0,90.0,9.700000000000005,119.7,0,over med
549.0,3.17,1.0,67.5,26.724999999999994,108.225,1,under med
983.0,3.19,2.0,90.0,33.94999999999999,148.95,1,over med
273.0,1.06,2.0,37.5,6.0,43.5,0,low
754.0,1.61,1.0,67.5,13.5,81.0,0,low
869.0,3.22,1.0,82.5,6.0,88.5,0,low
1176.0,5.71,1.0,112.5,26.450000000000017,166.95000000000002,1,high
663.0,2.96,1.0,67.5,6.0,73.5,0,low
1225.0,5.34,1.0,116.25,26.625,157.875,1,under med
765.0,3.67,1.0,78.75,13.5,107.25,0,under med
1158.0,4.83,2.0,112.5,34.375,175.875,1,high
903.0,5.47,1.0,101.25,26.625,127.875,1,low
713.0,3.22,1.0,75.0,13.200000000000005,106.2,0,over med
728.0,2.03,5.0,67.5,6.0,73.5,0,low
1339.0,13.84,1.0,195.0,26.599999999999994,246.6,1,over med
568.0,2.41,1.0,60.0,13.875,91.875,0,over med
93.0,0.6,1.0,26.25,9.75,36.0,0,low
1066.0,2.67,1.0,86.25,6.450000000000003,110.7,0,over med
47406.0,6.12,1.0,93.75,5.950000000000003,119.7,0,over med
652.0,2.95,1.0,67.5,6.024999999999992,84.52499999999999,0,under med
409.0,1.72,1.0,48.75,9.300000000000011,76.05000000000001,0,over med
500.0,1.87,1.0,56.25,5.6000000000000085,77.85000000000001,0,under med
895.0,3.7,1.0,90.0,5.799999999999997,124.8,0,high
2169.0,10.69,1.0,198.75,6.0,219.75,0,under med
892.0,3.38,1.0,86.25,6.0,107.25,0,under med
1422.0,9.95,1.0,161.25,26.82499999999999,216.075,1,high
360.0,1.51,1.0,45.0,10.174999999999995,71.175,0,under med
831.0,3.48,2.0,82.5,6.0,103.5,0,under med
2059.0,10.04,1.0,202.5,5.699999999999989,250.2,0,high
397.0,2.06,1.0,52.5,9.424999999999995,80.925,0,over med
576.0,6.49,1.0,101.25,6.0,107.25,0,low
1397.0,6.26,2.0,135.0,27.125,184.125,1,over med
470.0,2.54,1.0,56.25,6.450000000000003,74.7,0,under med
1386.0,5.79,1.0,123.75,13.950000000000015,164.70000000000002,0,high
521.0,2.41,5.0,60.0,9.75,69.75,0,low
653.0,3.59,1.0,78.75,26.625,105.375,1,low
750.0,3.06,1.0,71.25,34.2,126.45,1,over med
1040.0,7.02,1.0,120.0,13.5,133.5,0,low
878.0,4.06,1.0,86.25,6.0,92.25,0,low
509.0,2.25,1.0,56.25,13.450000000000005,83.7,0,under med
654.0,2.88,1.0,67.5,6.0,73.5,0,low
510.0,2.25,1.0,56.25,6.000000000000007,62.25000000000001,0,low
1728.0,8.72,1.0,172.5,26.625,199.125,1,low
2712.0,13.24,1.0,243.75,9.350000000000025,260.1,0,low
848.0,1.05,1.0,71.25,27.075000000000003,122.325,1,over med
324.0,0.98,1.0,37.5,13.5,51.0,0,low
502.0,2.09,1.0,56.25,6.000000000000007,62.25000000000001,0,low
1089.0,6.92,1.0,116.25,9.75,126.0,0,low
1237.0,4.3,1.0,101.25,26.200000000000017,153.45000000000002,1,high
1129.0,3.85,1.0,105.0,6.0,111.0,0,low
538.0,1.93,1.0,56.25,34.2,108.45,1,over med
851.0,2.27,1.0,75.0,6.200000000000003,97.2,0,under med
1026.0,6.0,5.0,108.75,26.69999999999999,162.45,1,high
278.0,2.09,1.0,45.0,5.5,88.5,0,high
951.0,6.76,5.0,116.25,26.875,157.125,1,under med
1388.0,6.32,1.0,123.75,9.449999999999989,160.2,0,high
1061.0,9.01,1.0,142.5,27.125,191.625,1,over med
474.0,2.35,1.0,56.25,9.75,66.0,0,low
791.0,6.28,5.0,101.25,13.449999999999989,137.7,0,over med
1679.0,10.14,2.0,176.25,13.5,189.75,0,low
1113.0,12.6,1.0,183.75,30.875,236.625,1,over med
689.0,5.83,1.0,101.25,9.75,111.0,0,low
258.0,2.16,1.0,45.0,13.125,73.125,0,under med
754.0,3.15,1.0,75.0,5.5,118.5,0,high
1030.0,3.6,1.0,93.75,26.69999999999999,150.45,1,high
261.0,0.9,3.0,37.5,5.5,51.0,0,low
936.0,2.46,1.0,78.75,26.625,150.375,1,high
20.0,0.64,2.0,135.0,0.0,162.0,0,high
945.0,4.54,1.0,93.75,26.69999999999999,150.45,1,high
309.0,1.43,1.0,41.25,26.19999999999999,81.44999999999999,1,under med
637.0,9.17,1.0,131.25,6.0,137.25,0,low
492.0,1.79,1.0,56.25,27.125,93.375,1,under med
800.0,5.5,4.0,93.75,13.949999999999989,128.7,0,over med
569.0,2.38,1.0,60.0,6.0,75.0,0,low
337.0,2.08,1.0,45.0,6.299999999999997,66.3,0,under med
1166.0,4.23,1.0,108.75,5.650000000000006,143.4,0,high
920.0,8.11,1.0,187.5,2.1999999999999886,227.7,0,high
1120.0,9.32,1.0,146.25,6.449999999999989,182.7,0,high
408.0,1.93,1.0,48.75,9.75,58.5,0,low
751.0,2.95,1.0,75.0,13.200000000000005,106.2,0,over med
289.0,1.87,1.0,41.25,9.950000000000005,61.2,0,under med
183.0,1.0,1.0,52.5,1.750000000000007,62.25000000000001,0,low
869.0,2.43,1.0,78.75,13.0,99.75,0,low
423.0,1.58,1.0,48.75,13.950000000000005,74.7,0,under med
1080.0,6.47,2.0,123.75,5.950000000000017,155.70000000000002,0,high
1695.0,5.13,1.0,138.75,5.75,157.5,0,under med
815.0,3.64,1.0,82.5,26.625,109.125,1,low
472.0,2.29,1.0,56.25,5.6000000000000085,77.85000000000001,0,under med
606.0,3.32,1.0,67.5,26.625,94.125,1,low
949.0,5.68,1.0,105.0,26.94999999999999,157.95,1,high
562.0,4.46,1.0,75.0,30.02500000000001,137.025,1,high
1010.0,2.93,1.0,78.75,13.5,92.25,0,low
1354.0,6.23,1.0,127.5,26.724999999999994,183.225,1,high
660.0,2.3,4.0,63.75,9.75,82.5,0,low
608.0,3.54,2.0,71.25,6.375,92.625,0,under med
659.0,3.56,1.0,75.0,6.200000000000003,97.2,0,under med
865.0,3.51,1.0,82.5,6.5,111.0,0,over med
232.0,1.21,1.0,37.5,6.0,43.5,0,low
392.0,1.9,5.0,48.75,13.5,77.25,0,under med
1300.0,5.38,1.0,123.75,34.57499999999999,197.325,1,high
1186.0,10.2,1.0,161.25,9.75,171.0,0,low
1357.0,9.82,2.0,168.75,9.449999999999989,214.2,0,high
2229.0,3.73,2.0,165.0,26.94999999999999,229.95,1,high
948.0,3.91,1.0,90.0,26.625,116.625,1,low
952.0,4.1,1.0,90.0,6.200000000000003,115.2,0,over med
671.0,3.51,2.0,75.0,33.625,116.625,1,low
774.0,1.9,1.0,71.25,6.450000000000003,92.7,0,under med
514.0,1.82,1.0,52.5,6.0,58.5,0,low
1146.0,5.23,1.0,108.75,13.5,122.25,0,low
644.0,2.88,1.0,63.75,5.924999999999997,90.675,0,over med
511.0,1.93,1.0,56.25,5.5,99.75,0,high
1427.0,6.69,1.0,131.25,6.450000000000017,164.70000000000002,0,high
961.0,3.83,1.0,90.0,26.625,131.625,1,under med
1138.0,5.34,1.0,112.5,26.450000000000017,166.95000000000002,1,high
477.0,2.19,1.0,56.25,6.450000000000003,74.7,0,under med
1138.0,4.67,4.0,105.0,6.200000000000017,133.20000000000002,0,over med
1012.0,4.35,1.0,90.0,13.125,124.125,0,over med
968.0,4.39,1.0,97.5,6.0,103.5,0,low
1433.0,10.22,1.0,172.5,26.44999999999999,238.95,1,high
1040.0,2.62,1.0,90.0,26.94999999999999,139.95,1,over med
3330.0,13.79,1.0,273.75,6.0,279.75,0,low
947.0,3.04,1.0,86.25,6.0,92.25,0,low
656.0,3.11,1.0,67.5,26.575000000000003,111.075,1,over med
329.0,2.06,1.0,45.0,6.200000000000003,61.2,0,under med
19.0,0.24,1.0,90.0,2.25,92.25,0,low
1557.0,8.35,1.0,153.75,26.69999999999999,216.45,1,high
775.0,3.01,6.0,75.0,6.200000000000003,97.2,0,under med
368.0,1.32,1.0,45.0,6.200000000000003,61.2,0,under med
414.0,2.25,2.0,52.5,5.625,70.125,0,under med
119.0,0.93,1.0,112.5,2.1999999999999886,137.7,0,over med
423.0,1.74,1.0,48.75,9.449999999999989,70.19999999999999,0,under med
502.0,2.25,1.0,56.25,6.25,73.5,0,under med
401.0,1.24,1.0,45.0,13.5,58.5,0,low
615.0,2.91,1.0,63.75,5.950000000000003,83.7,0,under med
3150.0,10.25,1.0,236.25,6.0,242.25,0,low
231.0,0.97,1.0,33.75,13.5,47.25,0,low
799.0,5.89,1.0,97.5,6.25,108.75,0,low
1237.0,8.01,1.0,138.75,5.949999999999989,173.7,0,high
328.0,1.11,1.0,37.5,6.0,43.5,0,low
244.0,1.13,5.0,33.75,13.35,59.1,0,under med
3570.0,29.1,1.0,390.0,54.625,578.625,0,high
930.0,3.07,1.0,86.25,13.5,99.75,0,low
1019.0,4.46,1.0,101.25,26.200000000000017,153.45000000000002,1,high
86.0,0.21,5.0,22.5,13.5,36.0,0,low
2699.0,9.4,1.0,225.0,34.625,281.625,1,over med
612.0,2.43,1.0,63.75,5.950000000000003,83.7,0,under med
1647.0,13.81,1.0,210.0,5.5,253.5,0,high
1501.0,5.83,1.0,131.25,6.450000000000017,164.70000000000002,0,high
791.0,4.94,1.0,97.5,5.700000000000003,124.2,0,over med
726.0,2.64,1.0,71.25,34.2,126.45,1,over med
1407.0,5.42,1.0,127.5,26.44999999999999,184.95,1,high
403.0,2.45,1.0,52.5,9.5,75.0,0,under med
1220.0,4.83,1.0,116.25,27.125,165.375,1,over med
877.0,10.93,1.0,161.25,6.449999999999989,200.7,0,high
931.0,2.93,1.0,82.5,5.549999999999997,115.05,0,high
739.0,3.91,1.0,82.5,6.0,88.5,0,low
586.0,2.57,2.0,63.75,5.875,83.625,0,under med
232.0,1.88,1.0,41.25,34.2,90.45,1,under med
413.0,1.79,1.0,48.75,6.0,69.75,0,under med
714.0,2.57,1.0,67.5,6.0,73.5,0,low
1956.0,12.07,1.0,195.0,30.450000000000045,270.45000000000005,1,high
632.0,3.25,1.0,71.25,10.0,101.25,0,over med
592.0,2.8,1.0,63.75,5.924999999999997,90.675,0,over med
1306.0,5.36,1.0,116.25,34.125,150.375,1,low
819.0,3.36,1.0,82.5,33.724999999999994,117.225,1,low
1141.0,3.98,2.0,101.25,26.200000000000017,153.45000000000002,1,high
1171.0,3.86,1.0,105.0,26.625,146.625,1,under med
981.0,5.2,1.0,90.0,6.0,120.0,0,over med
806.0,4.09,5.0,86.25,13.400000000000006,124.65,0,over med
332.0,1.16,1.0,41.25,13.5,84.75,0,high
207.0,0.74,1.0,30.0,9.700000000000005,47.7,0,low
689.0,2.67,1.0,67.5,5.700000000000003,88.2,0,under med
1859.0,6.24,1.0,153.75,26.69999999999999,216.45,1,high
850.0,5.79,1.0,97.5,26.44999999999999,148.95,1,over med
820.0,2.04,1.0,71.25,5.5,114.75,0,high
1039.0,3.27,1.0,90.0,26.125,154.125,1,high
489.0,2.57,1.0,56.25,13.450000000000005,83.7,0,under med
392.0,1.61,1.0,45.0,13.75,75.75,0,over med
349.0,1.56,1.0,45.0,13.125,73.125,0,under med
619.0,10.73,1.0,146.25,55.44999999999999,251.7,0,high
706.0,3.01,2.0,78.75,9.875,110.625,0,over med
1768.0,5.63,1.0,142.5,13.699999999999989,187.2,0,high
731.0,3.06,1.0,75.0,26.875,121.875,1,over med
602.0,4.15,1.0,78.75,26.625,105.375,1,low
1141.0,4.76,2.0,108.75,26.69999999999999,162.45,1,high
664.0,2.19,2.0,63.75,5.950000000000003,83.7,0,under med
1394.0,12.67,1.0,195.0,29.875,262.875,1,high
410.0,1.9,1.0,48.75,13.100000000000009,77.85000000000001,0,under med
1024.0,3.07,1.0,90.0,13.550000000000011,134.55,0,high
