customer_id,wealth_segment,deceased_indicator,owns_car,property_valuation
860,High Net Worth,N,Yes,8
861,High Net Worth,N,No,5
862,High Net Worth,N,Yes,7
863,Affluent Customer,N,No,12
864,High Net Worth,N,Yes,10
865,Mass Customer,N,No,10
866,Affluent Customer,N,Yes,9
867,Mass Customer,N,No,10
868,Mass Customer,N,Yes,3
869,High Net Worth,N,Yes,7
870,Mass Customer,N,No,10
871,Mass Customer,N,Yes,9
872,Mass Customer,N,No,10
873,Affluent Customer,N,Yes,8
874,Mass Customer,N,Yes,5
875,Mass Customer,N,Yes,10
876,High Net Worth,N,No,10
877,Mass Customer,N,Yes,5
878,Mass Customer,N,Yes,12
879,Mass Customer,N,No,3
880,High Net Worth,N,Yes,10
881,High Net Worth,N,No,8
882,Mass Customer,N,Yes,10
883,Mass Customer,N,Yes,4
884,Mass Customer,N,No,1
885,Mass Customer,N,No,9
886,Mass Customer,N,No,11
887,High Net Worth,N,No,12
888,Mass Customer,N,No,8
889,Affluent Customer,N,Yes,8
890,Mass Customer,N,Yes,9
891,High Net Worth,N,Yes,9
892,Mass Customer,N,Yes,8
893,Mass Customer,N,No,10
894,High Net Worth,N,Yes,8
895,Mass Customer,N,Yes,7
896,Mass Customer,N,No,8
897,Mass Customer,N,No,5
898,Affluent Customer,N,No,3
899,Affluent Customer,N,Yes,5
900,Mass Customer,N,Yes,7
901,Mass Customer,N,Yes,3
902,Mass Customer,N,No,9
903,Mass Customer,N,No,9
904,High Net Worth,N,Yes,8
905,Affluent Customer,N,No,7
906,High Net Worth,N,Yes,10
907,High Net Worth,N,Yes,8
908,Affluent Customer,N,Yes,10
909,High Net Worth,N,Yes,7
910,Mass Customer,N,No,8
911,Affluent Customer,N,No,5
912,Mass Customer,N,Yes,8
913,Mass Customer,N,No,9
914,Affluent Customer,N,Yes,4
915,Mass Customer,N,No,10
916,Affluent Customer,N,No,10
917,Mass Customer,N,No,11
918,High Net Worth,N,No,8
919,Mass Customer,N,Yes,4
920,Mass Customer,N,Yes,10
921,Mass Customer,N,No,4
922,Mass Customer,N,No,8
923,High Net Worth,N,No,8
924,Affluent Customer,N,No,8
925,Affluent Customer,N,No,12
926,Affluent Customer,N,No,6
927,Mass Customer,N,Yes,8
928,High Net Worth,N,Yes,7
929,Mass Customer,N,Yes,9
930,Mass Customer,N,Yes,12
931,Affluent Customer,N,Yes,10
932,Mass Customer,N,No,2
933,Mass Customer,N,Yes,8
934,Mass Customer,N,No,7
935,Mass Customer,N,Yes,9
936,High Net Worth,N,No,2
937,Affluent Customer,N,No,8
938,Mass Customer,N,No,8
939,Mass Customer,N,No,11
940,Mass Customer,N,No,3
941,Affluent Customer,N,Yes,6
942,Mass Customer,N,Yes,10
943,Affluent Customer,N,Yes,7
944,Mass Customer,N,No,6
945,High Net Worth,N,Yes,9
946,High Net Worth,N,No,5
947,Mass Customer,N,No,9
948,Affluent Customer,N,No,7
949,Mass Customer,N,Yes,1
950,High Net Worth,N,Yes,6
951,Mass Customer,N,No,9
952,Affluent Customer,N,Yes,12
953,Mass Customer,N,No,10
954,Mass Customer,N,Yes,12
955,Mass Customer,N,Yes,9
956,Mass Customer,N,Yes,8
957,Affluent Customer,N,Yes,8
958,High Net Worth,N,No,8
959,Affluent Customer,N,Yes,10
960,Mass Customer,N,Yes,12
961,Mass Customer,N,No,1
962,High Net Worth,N,Yes,10
963,High Net Worth,N,Yes,5
964,High Net Worth,N,No,6
965,High Net Worth,N,Yes,5
966,High Net Worth,N,Yes,10
967,Affluent Customer,N,Yes,7
968,High Net Worth,N,Yes,5
969,High Net Worth,N,Yes,7
970,High Net Worth,N,Yes,7
971,High Net Worth,N,No,8
972,Mass Customer,N,Yes,8
973,High Net Worth,N,No,7
974,Mass Customer,N,Yes,1
975,Mass Customer,N,No,9
976,Affluent Customer,N,No,8
977,High Net Worth,N,Yes,9
978,High Net Worth,N,No,6
979,High Net Worth,N,No,11
980,Mass Customer,N,No,7
981,Mass Customer,N,No,4
982,High Net Worth,N,Yes,3
983,Affluent Customer,N,No,9
984,Affluent Customer,N,No,6
985,High Net Worth,N,No,4
986,Mass Customer,N,Yes,7
987,Affluent Customer,N,Yes,9
988,High Net Worth,N,No,9
989,Mass Customer,N,No,3
990,Mass Customer,N,Yes,10
991,Mass Customer,N,Yes,5
992,Mass Customer,N,Yes,10
993,High Net Worth,N,No,9
994,Affluent Customer,N,Yes,9
995,Mass Customer,N,Yes,9
996,Mass Customer,N,Yes,9
997,Mass Customer,N,Yes,3
998,Affluent Customer,N,Yes,12
999,High Net Worth,N,No,7
1000,Mass Customer,N,No,6
1001,Mass Customer,N,No,9
1002,Mass Customer,N,Yes,8
1003,High Net Worth,N,No,12
1004,High Net Worth,N,No,12
1005,High Net Worth,N,Yes,9
1006,Affluent Customer,N,Yes,4
1007,Mass Customer,N,No,9
1008,Mass Customer,N,No,9
1009,High Net Worth,N,Yes,8
1010,Affluent Customer,N,No,8
1011,High Net Worth,N,Yes,8
1012,High Net Worth,N,Yes,11
1013,High Net Worth,N,No,11
1014,Mass Customer,N,Yes,10
1015,Mass Customer,N,No,8
1016,Mass Customer,N,Yes,10
1017,High Net Worth,N,No,8
1018,Mass Customer,N,Yes,10
1019,Mass Customer,N,Yes,8
1020,Affluent Customer,N,No,9
1021,High Net Worth,N,No,8
1022,Affluent Customer,N,Yes,10
1023,Affluent Customer,N,Yes,12
1024,High Net Worth,N,Yes,9
1025,Mass Customer,N,Yes,6
1026,Affluent Customer,N,No,7
1027,Affluent Customer,N,No,7
1028,High Net Worth,N,No,11
1029,Mass Customer,N,No,9
1030,Mass Customer,N,No,3
1031,Mass Customer,N,No,9
1032,Mass Customer,N,Yes,12
1033,Affluent Customer,N,Yes,11
1034,High Net Worth,N,Yes,6
1035,Affluent Customer,N,Yes,4
1036,Mass Customer,N,Yes,8
1037,Mass Customer,N,No,10
1038,Mass Customer,N,Yes,11
1039,High Net Worth,N,Yes,7
1040,High Net Worth,N,No,1
1041,Affluent Customer,N,No,11
1042,High Net Worth,N,Yes,9
1043,Mass Customer,N,Yes,7
1044,High Net Worth,N,No,9
1045,Mass Customer,N,Yes,8
1046,Affluent Customer,N,No,11
1047,Affluent Customer,N,No,10
1048,Affluent Customer,N,No,11
1049,Mass Customer,N,No,5
1050,Mass Customer,N,Yes,11
1051,High Net Worth,N,Yes,10
1052,High Net Worth,N,No,7
1053,Mass Customer,N,Yes,12
1054,Mass Customer,N,Yes,6
1055,Mass Customer,N,No,11
1056,Affluent Customer,N,No,11
1057,Mass Customer,N,No,12
1058,Affluent Customer,N,Yes,11
1059,High Net Worth,N,Yes,10
1060,Affluent Customer,N,Yes,8
1061,Mass Customer,N,No,9
1062,Mass Customer,N,No,10
1063,Affluent Customer,N,Yes,9
1064,Affluent Customer,N,Yes,8
1065,Mass Customer,N,Yes,7
1066,High Net Worth,N,No,4
1067,Mass Customer,N,Yes,7
1068,Mass Customer,N,Yes,3
1069,Mass Customer,N,No,10
1070,Mass Customer,N,No,3
1071,High Net Worth,N,No,1
1072,High Net Worth,N,Yes,9
1073,Affluent Customer,N,Yes,7
1074,High Net Worth,N,Yes,9
1075,High Net Worth,N,No,9
1076,Affluent Customer,N,No,9
1077,Mass Customer,N,Yes,8
1078,Mass Customer,N,No,9
1079,Mass Customer,N,No,8
1080,Mass Customer,N,Yes,4
1081,Mass Customer,N,No,7
1082,Mass Customer,N,Yes,9
1083,Affluent Customer,N,No,5
1084,Affluent Customer,N,No,9
1085,Mass Customer,N,No,9
1086,Mass Customer,N,Yes,11
1087,Mass Customer,N,Yes,7
1088,High Net Worth,N,Yes,3
1089,Affluent Customer,N,No,10
1090,Affluent Customer,N,No,7
1091,Mass Customer,N,No,9
1092,Mass Customer,N,No,9
1093,Affluent Customer,N,No,8
1094,High Net Worth,N,No,9
1095,Mass Customer,N,No,8
1096,High Net Worth,N,No,3
1097,Mass Customer,N,Yes,11
1098,Mass Customer,N,Yes,3
1099,Affluent Customer,N,Yes,10
1100,Mass Customer,N,No,6
1101,Mass Customer,N,No,4
1102,Affluent Customer,N,No,11
1103,High Net Worth,N,Yes,9
1104,Mass Customer,N,No,5
1105,Mass Customer,N,No,9
1106,Mass Customer,N,No,7
1107,High Net Worth,N,No,6
1108,Mass Customer,N,No,11
1109,High Net Worth,N,No,12
1110,High Net Worth,N,No,7
1111,High Net Worth,N,Yes,10
1112,Mass Customer,N,Yes,9
1113,Mass Customer,N,No,9
1114,Mass Customer,N,No,8
1115,High Net Worth,N,Yes,11
1116,Mass Customer,N,Yes,9
1117,Affluent Customer,N,No,11
1118,Mass Customer,N,Yes,8
1119,Mass Customer,N,Yes,7
1120,Affluent Customer,N,No,11
1121,Mass Customer,N,Yes,9
1122,Mass Customer,N,No,11
1123,Mass Customer,N,No,10
1124,Affluent Customer,N,Yes,4
1125,Affluent Customer,N,No,8
1126,Mass Customer,N,No,12
1127,Mass Customer,N,No,3
1128,Mass Customer,N,Yes,7
1129,Mass Customer,N,Yes,4
1130,Mass Customer,N,No,11
1131,Mass Customer,N,No,6
1132,Affluent Customer,N,Yes,9
1133,Affluent Customer,N,No,3
1134,Affluent Customer,N,No,6
1135,Mass Customer,N,Yes,2
1136,High Net Worth,N,No,10
1137,Mass Customer,N,No,11
1138,Mass Customer,N,Yes,9
1139,Mass Customer,N,Yes,5
1140,Mass Customer,N,Yes,9
1141,High Net Worth,N,Yes,10
1142,Mass Customer,N,No,4
1143,Mass Customer,N,Yes,9
1144,High Net Worth,N,Yes,5
1145,Mass Customer,N,Yes,7
1146,High Net Worth,N,No,4
1147,High Net Worth,N,Yes,9
1148,High Net Worth,N,No,10
1149,Affluent Customer,N,Yes,4
1150,Mass Customer,N,Yes,11
1151,High Net Worth,N,Yes,1
1152,Mass Customer,N,Yes,3
1153,Mass Customer,N,Yes,12
1154,Mass Customer,N,Yes,4
1155,Mass Customer,N,Yes,8
1156,Mass Customer,N,Yes,7
1157,Affluent Customer,N,Yes,7
1158,Mass Customer,N,Yes,10
1159,Mass Customer,N,No,9
1160,Affluent Customer,N,No,9
1161,Mass Customer,N,No,1
1162,Mass Customer,N,Yes,8
1163,High Net Worth,N,Yes,6
1164,Mass Customer,N,Yes,8
1165,High Net Worth,N,No,10
1166,Affluent Customer,N,No,9
1167,Mass Customer,N,No,8
1168,Affluent Customer,N,No,9
1169,Mass Customer,N,Yes,7
1170,Mass Customer,N,Yes,7
1171,Affluent Customer,N,Yes,9
1172,Mass Customer,N,Yes,9
1173,High Net Worth,N,No,8
1174,Mass Customer,N,No,9
1175,Mass Customer,N,No,8
1176,Affluent Customer,N,Yes,8
1177,Affluent Customer,N,Yes,8
1178,Mass Customer,N,No,3
1179,High Net Worth,N,Yes,6
1180,Affluent Customer,N,No,9
1181,Mass Customer,N,No,10
1182,Mass Customer,N,Yes,10
1183,Affluent Customer,N,No,1
1184,Mass Customer,N,No,11
1185,Mass Customer,N,Yes,9
1186,Affluent Customer,N,Yes,2
1187,Mass Customer,N,No,10
1188,Affluent Customer,N,Yes,9
1189,High Net Worth,N,Yes,5
1190,Affluent Customer,N,Yes,4
1191,Mass Customer,N,Yes,8
1192,Mass Customer,N,No,10
1193,High Net Worth,N,No,8
1194,Affluent Customer,N,No,1
1195,Mass Customer,N,No,7
1196,Mass Customer,N,No,3
1197,High Net Worth,N,Yes,9
1198,High Net Worth,N,No,10
1199,Affluent Customer,N,Yes,6
1200,High Net Worth,N,No,10
1201,Mass Customer,N,No,10
1202,Mass Customer,N,Yes,5
1203,Affluent Customer,N,No,4
1204,Affluent Customer,N,Yes,10
1205,Affluent Customer,N,No,9
1206,Mass Customer,N,No,9
1207,Mass Customer,N,No,8
1208,Mass Customer,N,No,9
1209,High Net Worth,N,Yes,10
1210,Mass Customer,N,No,11
1211,Affluent Customer,N,Yes,10
1212,Affluent Customer,N,No,7
1213,High Net Worth,N,No,4
1214,High Net Worth,N,No,7
1215,Mass Customer,N,No,4
1216,Affluent Customer,N,Yes,7
1217,High Net Worth,N,No,9
1218,Mass Customer,N,Yes,9
1219,Mass Customer,N,No,7
1220,High Net Worth,N,No,6
1221,High Net Worth,N,Yes,10
1222,Mass Customer,N,No,7
1223,Mass Customer,N,Yes,7
1224,Mass Customer,N,No,4
1225,Mass Customer,N,Yes,11
1226,Mass Customer,N,Yes,9
1227,Affluent Customer,N,Yes,10
1228,Affluent Customer,N,No,8
1229,Affluent Customer,N,Yes,11
1230,Mass Customer,N,Yes,9
1231,Affluent Customer,N,No,2
1232,Affluent Customer,N,No,7
1233,Affluent Customer,N,Yes,4
1234,Mass Customer,N,No,5
1235,Mass Customer,N,No,7
1236,High Net Worth,N,Yes,8
1237,High Net Worth,N,No,9
1238,Affluent Customer,N,Yes,7
1239,Mass Customer,N,Yes,11
1240,Mass Customer,N,Yes,8
1241,Affluent Customer,N,Yes,10
1242,High Net Worth,N,Yes,2
1243,Mass Customer,N,No,1
1244,Mass Customer,N,Yes,2
1245,Affluent Customer,N,No,2
1246,High Net Worth,N,No,7
1247,Affluent Customer,N,No,6
1248,Affluent Customer,N,Yes,4
1249,Mass Customer,N,No,2
1250,Mass Customer,N,No,1
1251,Mass Customer,N,No,9
1252,Mass Customer,N,Yes,6
1253,Mass Customer,N,No,2
1254,Mass Customer,N,Yes,1
1255,Affluent Customer,N,No,1
1256,High Net Worth,N,No,2
1257,Affluent Customer,N,Yes,2
1258,Mass Customer,N,No,3
1259,Mass Customer,N,No,1
1260,Mass Customer,N,No,2
1261,Mass Customer,N,No,3
1262,High Net Worth,N,Yes,1
1263,Affluent Customer,N,No,3
1264,Mass Customer,N,Yes,9
1265,Mass Customer,N,Yes,6
1266,Mass Customer,N,Yes,6
1267,Affluent Customer,N,Yes,4
1268,High Net Worth,N,Yes,5
1269,High Net Worth,N,Yes,2
1270,Affluent Customer,N,No,7
1271,Mass Customer,N,Yes,2
1272,Affluent Customer,N,No,8
1273,Affluent Customer,N,Yes,1
1274,Mass Customer,N,No,4
1275,Mass Customer,N,Yes,3
1276,Affluent Customer,N,No,7
1277,Mass Customer,N,Yes,8
1278,Affluent Customer,N,No,5
1279,Mass Customer,N,No,7
1280,High Net Worth,N,Yes,8
1281,Affluent Customer,N,Yes,6
1282,Affluent Customer,N,Yes,8
1283,Mass Customer,N,No,4
1284,Affluent Customer,N,No,7
1285,Mass Customer,N,Yes,1
1286,High Net Worth,N,Yes,5
1287,Mass Customer,N,Yes,2
1288,Affluent Customer,N,Yes,3
1289,Mass Customer,N,Yes,6
1290,High Net Worth,N,Yes,7
1291,Mass Customer,N,No,7
1292,Affluent Customer,N,No,6
1293,Mass Customer,N,No,7
1294,Mass Customer,N,Yes,5
1295,Mass Customer,N,Yes,8
1296,Affluent Customer,N,Yes,9
1297,Mass Customer,N,No,7
1298,Mass Customer,N,No,7
1299,Affluent Customer,N,No,1
1300,Affluent Customer,N,Yes,7
1301,Mass Customer,N,No,4
1302,Affluent Customer,N,Yes,7
1303,Mass Customer,N,No,6
1304,High Net Worth,N,No,7
1305,High Net Worth,N,Yes,8
1306,Affluent Customer,N,Yes,9
1307,High Net Worth,N,Yes,7
1308,Affluent Customer,N,Yes,8
1309,Mass Customer,N,No,4
1310,High Net Worth,N,Yes,8
1311,Mass Customer,N,Yes,10
1312,Affluent Customer,N,No,7
1313,Mass Customer,N,No,2
1314,Mass Customer,N,Yes,6
1315,Mass Customer,N,Yes,2
1316,High Net Worth,N,Yes,3
1317,Mass Customer,N,Yes,6
1318,Mass Customer,N,Yes,8
1319,Mass Customer,N,Yes,7
1320,High Net Worth,N,Yes,5
1321,Affluent Customer,N,No,4
1322,Mass Customer,N,Yes,8
1323,High Net Worth,N,Yes,8
1324,Mass Customer,N,No,8
1325,High Net Worth,N,Yes,7
1326,Affluent Customer,N,Yes,6
1327,Affluent Customer,N,No,7
1328,Mass Customer,N,Yes,10
1329,Mass Customer,N,No,2
1330,Affluent Customer,N,No,2
1331,High Net Worth,N,No,5
1332,Mass Customer,N,Yes,6
1333,High Net Worth,N,No,8
1334,Mass Customer,N,No,9
1335,Mass Customer,N,Yes,8
1336,Mass Customer,N,Yes,7
1337,Mass Customer,N,No,7
1338,High Net Worth,N,No,8
1339,High Net Worth,N,No,8
1340,High Net Worth,N,No,4
1341,Affluent Customer,N,No,1
1342,Affluent Customer,N,Yes,4
1343,High Net Worth,N,No,2
1344,Mass Customer,N,No,2
1345,Mass Customer,N,No,10
1346,Mass Customer,N,No,7
1347,Mass Customer,N,Yes,2
1348,High Net Worth,N,No,7
1349,Affluent Customer,N,No,1
1350,Mass Customer,N,Yes,4
1351,High Net Worth,N,No,4
1352,High Net Worth,N,No,8
1353,Mass Customer,N,Yes,1
1354,Affluent Customer,N,No,3
1355,Mass Customer,N,No,5
1356,High Net Worth,N,No,5
1357,High Net Worth,N,No,4
1358,High Net Worth,N,No,5
1359,Mass Customer,N,No,5
1360,Mass Customer,N,Yes,6
1361,Affluent Customer,N,No,5
1362,Affluent Customer,N,Yes,9
1363,Mass Customer,N,No,7
1364,Mass Customer,N,No,10
1365,Mass Customer,N,No,6
1366,Affluent Customer,N,No,6
1367,Mass Customer,N,No,1
1368,Mass Customer,N,No,8
1369,Mass Customer,N,Yes,8
1370,Mass Customer,N,No,10
1371,Mass Customer,N,Yes,8
1372,Affluent Customer,N,No,5
1373,Mass Customer,N,Yes,10
1374,Mass Customer,N,No,6
1375,Affluent Customer,N,No,9
1376,Mass Customer,N,Yes,9
1377,Mass Customer,N,Yes,8
1378,Affluent Customer,N,Yes,8
1379,Mass Customer,N,Yes,6
1380,Mass Customer,N,No,7
1381,Affluent Customer,N,Yes,10
1382,High Net Worth,N,Yes,9
1383,Affluent Customer,N,No,6
1384,Mass Customer,N,No,8
1385,Mass Customer,N,No,10
1386,Mass Customer,N,Yes,7
1387,Mass Customer,N,Yes,9
1388,Mass Customer,N,No,6
1389,Affluent Customer,N,No,8
1390,High Net Worth,N,Yes,9
1391,High Net Worth,N,No,5
1392,Mass Customer,N,No,4
1393,Mass Customer,N,No,5
1394,Mass Customer,N,Yes,6
1395,High Net Worth,N,Yes,9
1396,Mass Customer,N,No,4
1397,Mass Customer,N,Yes,9
1398,Mass Customer,N,No,8
1399,Mass Customer,N,No,7
1400,Affluent Customer,N,Yes,8
1401,High Net Worth,N,No,4
1402,Mass Customer,N,No,6
1403,Mass Customer,N,No,10
1404,Mass Customer,N,Yes,1
1405,High Net Worth,N,Yes,2
1406,High Net Worth,N,Yes,5
1407,Mass Customer,N,Yes,7
1408,High Net Worth,N,No,4
1409,Mass Customer,N,No,1
1410,High Net Worth,N,Yes,8
1411,Mass Customer,N,Yes,8
1412,Mass Customer,N,Yes,10
1413,Mass Customer,N,No,7
1414,Mass Customer,N,Yes,5
1415,High Net Worth,N,Yes,9
1416,High Net Worth,N,Yes,8
1417,High Net Worth,N,Yes,10
1418,Affluent Customer,N,Yes,10
1419,Mass Customer,N,Yes,9
1420,Mass Customer,N,No,9
1421,Mass Customer,N,No,7
1422,Affluent Customer,N,Yes,8
1423,Mass Customer,N,No,9
1424,High Net Worth,N,Yes,8
1425,High Net Worth,N,Yes,2
1426,Mass Customer,N,No,8
1427,High Net Worth,N,No,9
1428,High Net Worth,N,No,8
1429,Mass Customer,N,Yes,8
1430,Mass Customer,N,Yes,11
1431,Affluent Customer,N,Yes,8
1432,High Net Worth,N,Yes,8
1433,Mass Customer,N,No,9
1434,High Net Worth,N,No,8
1435,Affluent Customer,N,Yes,10
1436,Affluent Customer,N,No,9
1437,Affluent Customer,N,No,10
1438,Mass Customer,N,Yes,9
1439,Mass Customer,N,No,7
1440,High Net Worth,N,Yes,5
1441,Affluent Customer,N,No,4
1442,Affluent Customer,N,No,2
1443,Affluent Customer,N,Yes,1
1444,Mass Customer,N,No,8
1445,Affluent Customer,N,No,3
1446,Mass Customer,N,No,2
1447,Mass Customer,N,No,9
1448,Mass Customer,N,No,8
1449,High Net Worth,N,No,8
1450,Affluent Customer,N,No,9
1451,Mass Customer,N,Yes,7
1452,Mass Customer,N,No,4
1453,High Net Worth,N,No,8
1454,Mass Customer,N,Yes,6
1455,Affluent Customer,N,No,8
1456,Mass Customer,N,Yes,9
1457,Affluent Customer,N,Yes,9
1458,Affluent Customer,N,No,6
1459,Mass Customer,N,No,9
1460,High Net Worth,N,Yes,9
1461,Mass Customer,N,Yes,5
1462,Mass Customer,N,Yes,8
1463,High Net Worth,N,Yes,8
1464,Affluent Customer,N,Yes,9
1465,Mass Customer,N,Yes,10
1466,High Net Worth,N,Yes,8
1467,Mass Customer,N,Yes,9
1468,Mass Customer,N,No,9
1469,Affluent Customer,N,Yes,5
1470,High Net Worth,N,Yes,5
1471,Mass Customer,N,No,6
1472,Mass Customer,N,No,4
1473,Mass Customer,N,Yes,3
1474,Mass Customer,N,Yes,2
1475,Affluent Customer,N,Yes,6
1476,Affluent Customer,N,Yes,7
1477,Mass Customer,N,Yes,3
1478,High Net Worth,N,No,8
1479,Mass Customer,N,No,10
1480,High Net Worth,N,Yes,10
1481,Affluent Customer,N,No,8
1482,Mass Customer,N,No,4
1483,Mass Customer,N,Yes,5
1484,Mass Customer,N,No,3
1485,Mass Customer,N,Yes,9
1486,Mass Customer,N,No,6
1487,Affluent Customer,N,Yes,5
1488,Mass Customer,N,Yes,3
1489,Mass Customer,N,No,5
1490,Mass Customer,N,Yes,5
1491,Mass Customer,N,Yes,5
1492,Mass Customer,N,No,9
1493,High Net Worth,N,No,8
1494,Mass Customer,N,Yes,9
1495,High Net Worth,N,Yes,8
1496,Affluent Customer,N,No,7
1497,High Net Worth,N,No,9
1498,Affluent Customer,N,Yes,4
1499,Mass Customer,N,Yes,10
1500,Mass Customer,N,No,10
1501,Mass Customer,N,Yes,12
1502,Affluent Customer,N,Yes,8
1503,Affluent Customer,N,No,10
1504,Affluent Customer,N,Yes,10
1505,Mass Customer,N,No,10
1506,Mass Customer,N,No,10
1507,High Net Worth,N,Yes,10
1508,Affluent Customer,N,Yes,10
1509,High Net Worth,N,Yes,10
1510,Mass Customer,N,No,10
1511,Mass Customer,N,No,10
1512,High Net Worth,N,No,10
1513,Affluent Customer,N,Yes,10
1514,Mass Customer,N,No,8
1515,Mass Customer,N,Yes,8
1516,Affluent Customer,N,No,10
1517,Affluent Customer,N,No,10
1518,Affluent Customer,N,No,9
1519,High Net Worth,N,Yes,8
1520,Mass Customer,N,No,8
1521,Affluent Customer,N,Yes,8
1522,Mass Customer,N,No,6
1523,Mass Customer,N,Yes,1
1524,Mass Customer,N,Yes,10
1525,High Net Worth,N,No,8
1526,Mass Customer,N,Yes,8
1527,Mass Customer,N,No,9
1528,High Net Worth,N,No,8
1529,High Net Worth,N,Yes,10
1530,Mass Customer,N,Yes,9
1531,Mass Customer,N,Yes,12
1532,Mass Customer,N,Yes,9
1533,Affluent Customer,N,Yes,8
1534,Mass Customer,N,No,8
1535,Affluent Customer,N,Yes,9
1536,Affluent Customer,N,Yes,11
1537,Mass Customer,N,No,9
1538,High Net Worth,N,Yes,10
1539,Mass Customer,N,Yes,10
1540,Mass Customer,N,Yes,10
1541,Mass Customer,N,Yes,10
1542,Mass Customer,N,Yes,10
1543,High Net Worth,N,No,10
1544,Affluent Customer,N,Yes,10
1545,Mass Customer,N,Yes,7
1546,Mass Customer,N,Yes,10
1547,Mass Customer,N,Yes,12
1548,Mass Customer,N,Yes,10
1549,Affluent Customer,N,Yes,8
1550,Mass Customer,N,Yes,8
1551,Affluent Customer,N,No,8
1552,Mass Customer,N,Yes,9
1553,High Net Worth,N,No,9
1554,Affluent Customer,N,No,10
1555,High Net Worth,N,No,9
1556,Mass Customer,N,Yes,10
1557,Mass Customer,N,No,9
1558,Affluent Customer,N,No,9
1559,High Net Worth,N,Yes,4
1560,Mass Customer,N,No,10
1561,Mass Customer,N,Yes,10
1562,Affluent Customer,N,Yes,9
1563,Mass Customer,N,No,8
1564,Mass Customer,N,No,11
1565,High Net Worth,N,Yes,10
1566,Mass Customer,N,No,12
1567,Mass Customer,N,No,11
1568,Mass Customer,N,Yes,12
1569,Mass Customer,N,No,12
1570,Mass Customer,N,No,11
1571,Mass Customer,N,Yes,11
1572,High Net Worth,N,Yes,9
1573,Mass Customer,N,Yes,11
1574,Affluent Customer,N,Yes,8
1575,Mass Customer,N,No,10
1576,Mass Customer,N,No,3
1577,High Net Worth,N,No,6
1578,High Net Worth,N,Yes,11
1579,Affluent Customer,N,Yes,11
1580,High Net Worth,N,No,9
1581,Mass Customer,N,No,10
1582,Mass Customer,N,No,11
1583,Mass Customer,N,Yes,10
1584,Mass Customer,N,No,11
1585,Mass Customer,N,Yes,9
1586,High Net Worth,N,No,5
1587,Affluent Customer,N,Yes,12
1588,High Net Worth,N,Yes,10
1589,Mass Customer,N,Yes,12
1590,Mass Customer,N,No,10
1591,Mass Customer,N,Yes,9
1592,Mass Customer,N,Yes,12
1593,Mass Customer,N,No,10
1594,Mass Customer,N,No,11
1595,High Net Worth,N,Yes,11
1596,High Net Worth,N,Yes,9
1597,Affluent Customer,N,No,9
1598,Mass Customer,N,No,9
1599,Affluent Customer,N,No,9
1600,High Net Worth,N,No,5
1601,Affluent Customer,N,No,3
1602,Mass Customer,N,No,7
1603,Affluent Customer,N,Yes,5
1604,High Net Worth,N,No,11
1605,Affluent Customer,N,No,11
1606,Affluent Customer,N,Yes,11
1607,Mass Customer,N,Yes,9
1608,Mass Customer,N,Yes,4
1609,Mass Customer,N,Yes,8
1610,High Net Worth,N,Yes,6
1611,High Net Worth,N,Yes,6
1612,High Net Worth,N,Yes,4
1613,Mass Customer,N,No,8
1614,High Net Worth,N,No,9
1615,Mass Customer,N,Yes,10
1616,High Net Worth,N,Yes,7
1617,Affluent Customer,N,No,8
1618,Mass Customer,N,No,8
1619,Mass Customer,N,Yes,1
1620,High Net Worth,N,Yes,8
1621,Mass Customer,N,No,8
1622,High Net Worth,N,No,5
1623,High Net Worth,N,Yes,9
1624,Mass Customer,N,Yes,6
1625,Mass Customer,N,Yes,5
1626,Mass Customer,N,No,1
1627,Affluent Customer,N,No,2
1628,Mass Customer,N,No,7
1629,Mass Customer,N,No,4
1630,Mass Customer,N,No,11
1631,Affluent Customer,N,No,11
1632,High Net Worth,N,Yes,8
1633,High Net Worth,N,Yes,9
1634,Affluent Customer,N,No,4
1635,Mass Customer,N,No,10
1636,High Net Worth,N,Yes,6
1637,High Net Worth,N,No,4
1638,Mass Customer,N,Yes,10
1639,Mass Customer,N,Yes,10
1640,High Net Worth,N,Yes,9
1641,Mass Customer,N,No,11
1642,Affluent Customer,N,Yes,12
1643,Mass Customer,N,No,9
1644,Mass Customer,N,No,10
1645,Affluent Customer,N,Yes,8
1646,Mass Customer,N,Yes,1
1647,High Net Worth,N,Yes,10
1648,Mass Customer,N,No,10
1649,Mass Customer,N,No,11
1650,High Net Worth,N,No,1
1651,Mass Customer,N,Yes,11
1652,High Net Worth,N,Yes,8
1653,Mass Customer,N,Yes,9
1654,High Net Worth,N,Yes,7
1655,Affluent Customer,N,Yes,12
1656,Mass Customer,N,Yes,10
1657,Mass Customer,N,No,11
1658,Mass Customer,N,Yes,3
1659,High Net Worth,N,Yes,10
1660,Affluent Customer,N,No,2
1661,Affluent Customer,N,No,7
1662,High Net Worth,N,No,10
1663,High Net Worth,N,Yes,12
1664,Affluent Customer,N,Yes,11
1665,Mass Customer,N,No,11
1666,Mass Customer,N,No,11
1667,High Net Worth,N,No,11
1668,Mass Customer,N,No,11
1669,High Net Worth,N,Yes,10
1670,Mass Customer,N,No,10
1671,Mass Customer,N,Yes,12
1672,Affluent Customer,N,Yes,8
1673,Affluent Customer,N,Yes,12
1674,High Net Worth,N,No,12
1675,Affluent Customer,N,Yes,11
1676,Mass Customer,N,No,10
